id,concatted,vendor,product_name,units,brand,detail_url,sku,upc
546,Vendor_D~Product_322,Loblaws,Product_372,283ml,Premium Brand,http://example.com/product_546,69307,9406276
547,Vendor_D~Product_165,Save On Foods,Product_345,402ml,Monster,http://example.com/product_547,87135,9827389
548,Vendor_A~Product_275,Voila,Product_337,431ml,Monster,http://example.com/product_548,48561,8808267
549,Vendor_E~Product_77,Loblaws,Product_16,226ml,Generic Brand,http://example.com/product_549,72866,4694861
550,Vendor_A~Product_103,Loblaws,Product_230,426ml,Monster,http://example.com/product_550,48805,5374296
551,Vendor_D~Product_94,Voila,Product_485,489ml,Monster,http://example.com/product_551,26346,8155189
552,Vendor_C~Product_56,Walmart,Product_258,286ml,Monster,http://example.com/product_552,97835,2478068
553,Vendor_D~Product_389,Voila,Product_327,234ml,Premium Brand,http://example.com/product_553,20199,4233589
554,Vendor_E~Product_455,Galleria,Product_320,356ml,Monster,http://example.com/product_554,42122,8271590
555,Vendor_E~Product_144,Voila,Product_31,291ml,Premium Brand,http://example.com/product_555,40632,7573591
556,Vendor_D~Product_108,Metro,Product_59,369ml,Generic Brand,http://example.com/product_556,37097,6260630
557,Vendor_C~Product_491,Save On Foods,Product_174,379ml,Monster,http://example.com/product_557,52658,6518086
558,Vendor_C~Product_467,No Frills,Product_443,383ml,Monster,http://example.com/product_558,96444,7290218
559,Vendor_B~Product_102,Save On Foods,Product_249,312ml,Premium Brand,http://example.com/product_559,30777,7643836
560,Vendor_E~Product_56,Voila,Product_399,281ml,Generic Brand,http://example.com/product_560,94492,9403018
561,Vendor_E~Product_26,Voila,Product_144,353ml,Monster,http://example.com/product_561,94435,3760383
562,Vendor_A~Product_492,Voila,Product_222,297ml,Monster,http://example.com/product_562,95336,2263110
563,Vendor_C~Product_173,Metro,Product_295,298ml,Monster,http://example.com/product_563,26215,5822400
564,Vendor_B~Product_294,Metro,Product_124,365ml,Monster,http://example.com/product_564,22195,9088296
565,Vendor_C~Product_10,Save On Foods,Product_100,461ml,Generic Brand,http://example.com/product_565,49614,4566183
566,Vendor_D~Product_424,Metro,Product_288,313ml,Monster,http://example.com/product_566,44521,8257366
567,Vendor_B~Product_10,Metro,Product_196,300ml,Generic Brand,http://example.com/product_567,69641,1544619
568,Vendor_E~Product_38,Loblaws,Product_74,213ml,Generic Brand,http://example.com/product_568,20560,6648414
569,Vendor_C~Product_219,No Frills,Product_10,473ml,Generic Brand,http://example.com/product_569,59296,1299028
570,Vendor_C~Product_307,Walmart,Product_321,395ml,Monster,http://example.com/product_570,92562,5131207
571,Vendor_B~Product_413,Galleria,Product_430,294ml,Premium Brand,http://example.com/product_571,51679,6891113
572,Vendor_B~Product_478,Galleria,Product_221,472ml,Generic Brand,http://example.com/product_572,77647,7606214
573,Vendor_D~Product_215,Loblaws,Product_100,391ml,Monster,http://example.com/product_573,89120,8394621
574,Vendor_B~Product_497,Walmart,Product_296,343ml,Generic Brand,http://example.com/product_574,68838,1697189
575,Vendor_A~Product_310,Loblaws,Product_331,499ml,Premium Brand,http://example.com/product_575,63251,7672071
576,Vendor_D~Product_341,Galleria,Product_262,282ml,Generic Brand,http://example.com/product_576,95177,9539308
577,Vendor_A~Product_322,Walmart,Product_305,455ml,Generic Brand,http://example.com/product_577,25822,6779545
578,Vendor_E~Product_215,Walmart,Product_140,370ml,Generic Brand,http://example.com/product_578,27964,7483134
579,Vendor_B~Product_448,Galleria,Product_311,312ml,Monster,http://example.com/product_579,63633,1246823
580,Vendor_E~Product_403,Save On Foods,Product_29,498ml,Monster,http://example.com/product_580,48898,7819441
581,Vendor_B~Product_147,Voila,Product_257,322ml,Generic Brand,http://example.com/product_581,99699,7971574
582,Vendor_B~Product_372,Save On Foods,Product_195,445ml,Premium Brand,http://example.com/product_582,25471,4871709
583,Vendor_C~Product_333,Save On Foods,Product_454,294ml,Generic Brand,http://example.com/product_583,38726,8524793
584,Vendor_B~Product_33,Metro,Product_248,490ml,Generic Brand,http://example.com/product_584,39492,7407284
585,Vendor_C~Product_294,Voila,Product_220,305ml,Premium Brand,http://example.com/product_585,92419,7049738
586,Vendor_C~Product_64,Walmart,Product_2,307ml,Monster,http://example.com/product_586,56945,9775793
587,Vendor_A~Product_165,No Frills,Product_200,352ml,Generic Brand,http://example.com/product_587,13232,8740146
588,Vendor_A~Product_498,No Frills,Product_223,277ml,Premium Brand,http://example.com/product_588,84520,9739876
589,Vendor_E~Product_199,No Frills,Product_482,342ml,Premium Brand,http://example.com/product_589,62066,3040950
590,Vendor_A~Product_26,Metro,Product_494,478ml,Generic Brand,http://example.com/product_590,20048,9130873
591,Vendor_E~Product_465,Voila,Product_180,327ml,Generic Brand,http://example.com/product_591,43484,9462166
592,Vendor_A~Product_175,No Frills,Product_305,498ml,Monster,http://example.com/product_592,87837,8824232
593,Vendor_B~Product_229,Save On Foods,Product_320,460ml,Premium Brand,http://example.com/product_593,98783,1666129
594,Vendor_A~Product_293,Walmart,Product_486,400ml,Monster,http://example.com/product_594,85489,8475456
595,Vendor_C~Product_32,Galleria,Product_164,242ml,Premium Brand,http://example.com/product_595,45398,6222181
596,Vendor_C~Product_123,Save On Foods,Product_248,481ml,Monster,http://example.com/product_596,33099,5742838
597,Vendor_D~Product_45,Save On Foods,Product_71,444ml,Premium Brand,http://example.com/product_597,77128,6612578
598,Vendor_B~Product_296,Metro,Product_90,339ml,Monster,http://example.com/product_598,31893,5535573
599,Vendor_D~Product_243,Galleria,Product_191,213ml,Monster,http://example.com/product_599,11274,4650052
600,Vendor_C~Product_353,Loblaws,Product_189,476ml,Generic Brand,http://example.com/product_600,89837,1010231
601,Vendor_A~Product_36,Galleria,Product_178,476ml,Premium Brand,http://example.com/product_601,53194,1004171
602,Vendor_C~Product_184,No Frills,Product_373,287ml,Monster,http://example.com/product_602,93911,2100100
603,Vendor_D~Product_50,Galleria,Product_242,281ml,Premium Brand,http://example.com/product_603,83335,8344037
604,Vendor_B~Product_68,Voila,Product_212,207ml,Premium Brand,http://example.com/product_604,60859,8024060
605,Vendor_E~Product_40,Galleria,Product_272,487ml,Monster,http://example.com/product_605,80317,6853672
606,Vendor_B~Product_284,No Frills,Product_408,388ml,Premium Brand,http://example.com/product_606,85930,4593720
607,Vendor_A~Product_440,Save On Foods,Product_385,239ml,Monster,http://example.com/product_607,77545,8297582
608,Vendor_B~Product_341,Galleria,Product_390,392ml,Premium Brand,http://example.com/product_608,57348,4886437
609,Vendor_C~Product_310,Voila,Product_200,243ml,Generic Brand,http://example.com/product_609,50192,1654936
610,Vendor_C~Product_55,Loblaws,Product_195,369ml,Premium Brand,http://example.com/product_610,60555,3697646
611,Vendor_B~Product_121,Loblaws,Product_326,343ml,Premium Brand,http://example.com/product_611,81866,1478112
612,Vendor_B~Product_471,Metro,Product_123,423ml,Generic Brand,http://example.com/product_612,12039,8679784
613,Vendor_D~Product_164,Save On Foods,Product_144,276ml,Generic Brand,http://example.com/product_613,69674,9139231
614,Vendor_E~Product_466,Loblaws,Product_34,410ml,Premium Brand,http://example.com/product_614,42034,9158889
615,Vendor_B~Product_302,Loblaws,Product_270,417ml,Premium Brand,http://example.com/product_615,36020,4767507
616,Vendor_C~Product_412,Walmart,Product_59,413ml,Monster,http://example.com/product_616,65114,2108209
617,Vendor_A~Product_351,Save On Foods,Product_198,297ml,Premium Brand,http://example.com/product_617,93108,1089497
618,Vendor_E~Product_12,Galleria,Product_279,372ml,Generic Brand,http://example.com/product_618,22865,6730599
619,Vendor_C~Product_11,Galleria,Product_469,467ml,Premium Brand,http://example.com/product_619,53665,1422561
620,Vendor_B~Product_216,No Frills,Product_129,500ml,Monster,http://example.com/product_620,22821,1878935
621,Vendor_A~Product_30,Voila,Product_214,435ml,Generic Brand,http://example.com/product_621,38378,9601073
622,Vendor_D~Product_395,Walmart,Product_68,500ml,Generic Brand,http://example.com/product_622,59640,4001968
623,Vendor_D~Product_254,Metro,Product_411,202ml,Monster,http://example.com/product_623,73310,4167171
624,Vendor_C~Product_216,Save On Foods,Product_43,318ml,Generic Brand,http://example.com/product_624,86694,4252966
625,Vendor_A~Product_273,No Frills,Product_495,428ml,Premium Brand,http://example.com/product_625,87629,3766847
626,Vendor_B~Product_407,Metro,Product_350,307ml,Generic Brand,http://example.com/product_626,27704,8044366
627,Vendor_C~Product_482,Loblaws,Product_30,331ml,Generic Brand,http://example.com/product_627,57642,3800433
628,Vendor_A~Product_74,No Frills,Product_194,462ml,Generic Brand,http://example.com/product_628,88693,7062723
629,Vendor_A~Product_310,Voila,Product_404,431ml,Premium Brand,http://example.com/product_629,15849,7114197
630,Vendor_B~Product_388,Metro,Product_20,258ml,Generic Brand,http://example.com/product_630,27940,4089742
631,Vendor_B~Product_70,No Frills,Product_320,497ml,Premium Brand,http://example.com/product_631,93567,1187443
632,Vendor_D~Product_202,Loblaws,Product_1,295ml,Generic Brand,http://example.com/product_632,67683,6499189
633,Vendor_C~Product_211,Voila,Product_32,394ml,Generic Brand,http://example.com/product_633,76360,5920505
634,Vendor_B~Product_102,Metro,Product_330,466ml,Generic Brand,http://example.com/product_634,57956,8042559
635,Vendor_B~Product_251,Voila,Product_492,317ml,Monster,http://example.com/product_635,56499,1351274
636,Vendor_E~Product_169,Save On Foods,Product_358,202ml,Premium Brand,http://example.com/product_636,33404,1822352
637,Vendor_A~Product_92,Loblaws,Product_185,323ml,Premium Brand,http://example.com/product_637,14616,8425261
638,Vendor_C~Product_124,Loblaws,Product_334,280ml,Premium Brand,http://example.com/product_638,40060,3117890
639,Vendor_B~Product_376,Metro,Product_321,454ml,Monster,http://example.com/product_639,37395,6285101
640,Vendor_B~Product_48,Galleria,Product_242,311ml,Premium Brand,http://example.com/product_640,76758,9115379
641,Vendor_D~Product_237,Walmart,Product_423,393ml,Premium Brand,http://example.com/product_641,75523,4295576
642,Vendor_D~Product_329,No Frills,Product_139,248ml,Premium Brand,http://example.com/product_642,67251,1468277
643,Vendor_D~Product_255,No Frills,Product_423,311ml,Monster,http://example.com/product_643,65651,9829460
644,Vendor_E~Product_263,Voila,Product_285,426ml,Generic Brand,http://example.com/product_644,56479,7301345
645,Vendor_E~Product_179,Galleria,Product_430,374ml,Monster,http://example.com/product_645,90485,3154127
646,Vendor_D~Product_408,Voila,Product_219,297ml,Premium Brand,http://example.com/product_646,81943,7227580
647,Vendor_D~Product_490,Metro,Product_242,233ml,Generic Brand,http://example.com/product_647,59565,4679384
648,Vendor_B~Product_338,Voila,Product_445,425ml,Monster,http://example.com/product_648,35315,2933025
649,Vendor_E~Product_344,Save On Foods,Product_69,386ml,Premium Brand,http://example.com/product_649,46321,5664485
650,Vendor_B~Product_328,Voila,Product_214,483ml,Generic Brand,http://example.com/product_650,35988,4010878
651,Vendor_B~Product_192,Loblaws,Product_442,383ml,Premium Brand,http://example.com/product_651,31586,4502771
652,Vendor_D~Product_316,Metro,Product_174,336ml,Generic Brand,http://example.com/product_652,48772,2902671
653,Vendor_E~Product_16,Loblaws,Product_300,384ml,Premium Brand,http://example.com/product_653,47832,6869211
654,Vendor_C~Product_380,Galleria,Product_40,428ml,Generic Brand,http://example.com/product_654,13855,8325516
655,Vendor_C~Product_47,Metro,Product_160,331ml,Premium Brand,http://example.com/product_655,40921,1327728
656,Vendor_B~Product_466,Voila,Product_71,294ml,Monster,http://example.com/product_656,42355,3696802
657,Vendor_B~Product_413,Save On Foods,Product_214,337ml,Premium Brand,http://example.com/product_657,97264,5973634
658,Vendor_A~Product_61,Galleria,Product_356,282ml,Premium Brand,http://example.com/product_658,59876,2549329
659,Vendor_C~Product_497,Loblaws,Product_353,246ml,Generic Brand,http://example.com/product_659,66535,9317717
660,Vendor_E~Product_318,Metro,Product_418,202ml,Generic Brand,http://example.com/product_660,33697,2544452
661,Vendor_C~Product_153,No Frills,Product_1,496ml,Premium Brand,http://example.com/product_661,86093,5472872
662,Vendor_E~Product_208,Loblaws,Product_229,331ml,Monster,http://example.com/product_662,88686,4106714
663,Vendor_A~Product_325,Walmart,Product_267,378ml,Premium Brand,http://example.com/product_663,90148,6839600
664,Vendor_B~Product_279,Metro,Product_168,340ml,Monster,http://example.com/product_664,95283,1138351
665,Vendor_D~Product_67,Metro,Product_489,467ml,Generic Brand,http://example.com/product_665,63467,7872770
666,Vendor_C~Product_70,Galleria,Product_48,462ml,Premium Brand,http://example.com/product_666,48960,6987432
667,Vendor_E~Product_473,Walmart,Product_397,212ml,Monster,http://example.com/product_667,22726,1252832
668,Vendor_E~Product_403,Metro,Product_17,334ml,Monster,http://example.com/product_668,67211,6046377
669,Vendor_E~Product_11,Loblaws,Product_366,375ml,Generic Brand,http://example.com/product_669,89964,2459294
670,Vendor_D~Product_235,Loblaws,Product_139,269ml,Generic Brand,http://example.com/product_670,24471,3714650
671,Vendor_C~Product_396,No Frills,Product_448,399ml,Premium Brand,http://example.com/product_671,52347,6575420
672,Vendor_C~Product_225,Voila,Product_241,380ml,Premium Brand,http://example.com/product_672,54801,5360688
673,Vendor_B~Product_190,Metro,Product_58,485ml,Premium Brand,http://example.com/product_673,99055,7886013
674,Vendor_B~Product_328,Metro,Product_202,427ml,Premium Brand,http://example.com/product_674,11896,1358986
675,Vendor_B~Product_71,Loblaws,Product_306,240ml,Premium Brand,http://example.com/product_675,36592,2114161
676,Vendor_B~Product_79,Walmart,Product_142,249ml,Generic Brand,http://example.com/product_676,90834,5207805
677,Vendor_B~Product_485,Loblaws,Product_268,405ml,Premium Brand,http://example.com/product_677,73828,1818148
678,Vendor_C~Product_99,Walmart,Product_224,425ml,Monster,http://example.com/product_678,58222,6706225
679,Vendor_A~Product_7,Loblaws,Product_256,246ml,Monster,http://example.com/product_679,36608,8401823
680,Vendor_A~Product_256,Loblaws,Product_457,462ml,Generic Brand,http://example.com/product_680,69117,7683431
681,Vendor_A~Product_13,No Frills,Product_132,360ml,Generic Brand,http://example.com/product_681,67238,5378347
682,Vendor_A~Product_340,Voila,Product_249,290ml,Premium Brand,http://example.com/product_682,88198,1321693
683,Vendor_C~Product_201,Voila,Product_369,358ml,Premium Brand,http://example.com/product_683,50872,3429533
684,Vendor_A~Product_245,Save On Foods,Product_315,499ml,Monster,http://example.com/product_684,87434,5767833
685,Vendor_B~Product_396,Voila,Product_124,299ml,Premium Brand,http://example.com/product_685,73961,6311895
686,Vendor_C~Product_462,Walmart,Product_43,368ml,Monster,http://example.com/product_686,45584,1902133
687,Vendor_D~Product_249,Voila,Product_27,392ml,Premium Brand,http://example.com/product_687,32753,3433562
688,Vendor_D~Product_359,Walmart,Product_228,376ml,Premium Brand,http://example.com/product_688,68537,6519159
689,Vendor_C~Product_220,Loblaws,Product_233,400ml,Generic Brand,http://example.com/product_689,67159,2045525
690,Vendor_D~Product_73,Walmart,Product_306,386ml,Generic Brand,http://example.com/product_690,10099,3308754
691,Vendor_B~Product_224,Save On Foods,Product_241,234ml,Monster,http://example.com/product_691,36762,4578785
692,Vendor_C~Product_249,Save On Foods,Product_332,371ml,Generic Brand,http://example.com/product_692,90689,2430362
693,Vendor_D~Product_247,No Frills,Product_265,313ml,Generic Brand,http://example.com/product_693,64521,1749060
694,Vendor_C~Product_420,Metro,Product_400,468ml,Premium Brand,http://example.com/product_694,31593,2891341
695,Vendor_D~Product_211,Walmart,Product_126,237ml,Premium Brand,http://example.com/product_695,24551,7868135
696,Vendor_E~Product_489,Walmart,Product_284,472ml,Generic Brand,http://example.com/product_696,44444,6253602
697,Vendor_A~Product_34,Metro,Product_348,388ml,Premium Brand,http://example.com/product_697,89288,1491251
698,Vendor_E~Product_189,Loblaws,Product_380,221ml,Monster,http://example.com/product_698,24144,3645670
699,Vendor_D~Product_184,Galleria,Product_77,378ml,Generic Brand,http://example.com/product_699,38679,8667599
700,Vendor_E~Product_369,Walmart,Product_455,256ml,Generic Brand,http://example.com/product_700,59120,2265700
701,Vendor_A~Product_332,Galleria,Product_374,434ml,Premium Brand,http://example.com/product_701,64558,3091325
702,Vendor_A~Product_398,Galleria,Product_3,263ml,Monster,http://example.com/product_702,19279,5428831
703,Vendor_A~Product_330,Galleria,Product_471,492ml,Premium Brand,http://example.com/product_703,13733,1042825
704,Vendor_B~Product_487,Galleria,Product_12,490ml,Premium Brand,http://example.com/product_704,55314,5431519
705,Vendor_B~Product_16,No Frills,Product_344,211ml,Monster,http://example.com/product_705,16682,2392143
706,Vendor_D~Product_98,Walmart,Product_276,314ml,Monster,http://example.com/product_706,35639,7720679
707,Vendor_A~Product_74,Metro,Product_400,359ml,Monster,http://example.com/product_707,14353,5297312
708,Vendor_B~Product_243,Loblaws,Product_33,491ml,Monster,http://example.com/product_708,94638,7801201
709,Vendor_A~Product_194,No Frills,Product_427,221ml,Generic Brand,http://example.com/product_709,21697,4960709
710,Vendor_C~Product_149,Loblaws,Product_193,348ml,Premium Brand,http://example.com/product_710,29477,7840701
711,Vendor_C~Product_136,Voila,Product_249,209ml,Premium Brand,http://example.com/product_711,20035,4522476
712,Vendor_A~Product_289,Save On Foods,Product_180,398ml,Monster,http://example.com/product_712,86972,6517223
713,Vendor_D~Product_353,Voila,Product_229,297ml,Monster,http://example.com/product_713,96767,9665011
714,Vendor_C~Product_207,Metro,Product_400,276ml,Monster,http://example.com/product_714,61292,5684772
715,Vendor_E~Product_344,Walmart,Product_291,255ml,Premium Brand,http://example.com/product_715,71235,7809772
716,Vendor_B~Product_402,Loblaws,Product_271,200ml,Premium Brand,http://example.com/product_716,39070,2982961
717,Vendor_D~Product_376,Metro,Product_217,241ml,Generic Brand,http://example.com/product_717,57462,1218090
718,Vendor_B~Product_483,Walmart,Product_296,220ml,Premium Brand,http://example.com/product_718,45789,9132655
719,Vendor_B~Product_16,Walmart,Product_253,243ml,Premium Brand,http://example.com/product_719,74629,8805946
720,Vendor_A~Product_260,No Frills,Product_17,340ml,Generic Brand,http://example.com/product_720,31426,3023506
721,Vendor_A~Product_167,Voila,Product_278,261ml,Generic Brand,http://example.com/product_721,65989,8576826
722,Vendor_C~Product_98,Save On Foods,Product_229,434ml,Premium Brand,http://example.com/product_722,83305,3318270
723,Vendor_E~Product_446,Save On Foods,Product_414,278ml,Premium Brand,http://example.com/product_723,82976,1785723
724,Vendor_E~Product_494,Walmart,Product_169,448ml,Premium Brand,http://example.com/product_724,31267,3521852
725,Vendor_A~Product_348,Walmart,Product_362,287ml,Monster,http://example.com/product_725,31539,4334258
726,Vendor_D~Product_420,No Frills,Product_13,215ml,Generic Brand,http://example.com/product_726,98881,7003606
727,Vendor_B~Product_497,No Frills,Product_57,417ml,Monster,http://example.com/product_727,67355,6111284
728,Vendor_C~Product_211,Walmart,Product_101,411ml,Monster,http://example.com/product_728,76962,6328849
729,Vendor_C~Product_151,Metro,Product_257,254ml,Generic Brand,http://example.com/product_729,61178,2931076
730,Vendor_B~Product_456,Voila,Product_180,304ml,Monster,http://example.com/product_730,87711,2921425
731,Vendor_E~Product_147,Galleria,Product_204,425ml,Premium Brand,http://example.com/product_731,67062,3640449
732,Vendor_D~Product_327,Save On Foods,Product_244,237ml,Generic Brand,http://example.com/product_732,41485,4742943
733,Vendor_A~Product_204,Voila,Product_287,371ml,Premium Brand,http://example.com/product_733,28748,5983198
734,Vendor_D~Product_450,Galleria,Product_237,451ml,Premium Brand,http://example.com/product_734,55107,5921114
735,Vendor_C~Product_402,Loblaws,Product_448,271ml,Monster,http://example.com/product_735,62434,7114961
736,Vendor_E~Product_313,Loblaws,Product_478,287ml,Premium Brand,http://example.com/product_736,45343,2589777
737,Vendor_E~Product_176,Voila,Product_418,219ml,Generic Brand,http://example.com/product_737,21129,6100890
738,Vendor_D~Product_378,Save On Foods,Product_42,208ml,Generic Brand,http://example.com/product_738,77436,5033134
739,Vendor_E~Product_23,Metro,Product_126,348ml,Monster,http://example.com/product_739,99389,5586384
740,Vendor_A~Product_369,Loblaws,Product_261,399ml,Generic Brand,http://example.com/product_740,17821,2373579
741,Vendor_E~Product_139,Galleria,Product_131,335ml,Generic Brand,http://example.com/product_741,16569,3638599
742,Vendor_D~Product_386,Metro,Product_389,270ml,Generic Brand,http://example.com/product_742,92894,2132057
743,Vendor_E~Product_46,Save On Foods,Product_109,246ml,Generic Brand,http://example.com/product_743,79889,8676268
744,Vendor_E~Product_89,Save On Foods,Product_333,407ml,Monster,http://example.com/product_744,93774,6511821
745,Vendor_E~Product_89,Walmart,Product_207,402ml,Monster,http://example.com/product_745,66101,1263076
746,Vendor_C~Product_273,Save On Foods,Product_262,392ml,Generic Brand,http://example.com/product_746,84924,9851075
747,Vendor_D~Product_278,Galleria,Product_193,392ml,Monster,http://example.com/product_747,17375,5623999
748,Vendor_E~Product_205,No Frills,Product_74,404ml,Monster,http://example.com/product_748,51658,6285732
749,Vendor_E~Product_342,Loblaws,Product_183,315ml,Generic Brand,http://example.com/product_749,72894,3112695
750,Vendor_D~Product_281,No Frills,Product_370,328ml,Monster,http://example.com/product_750,40545,6640016
751,Vendor_D~Product_439,Metro,Product_153,460ml,Generic Brand,http://example.com/product_751,54189,2759062
752,Vendor_C~Product_457,Save On Foods,Product_43,442ml,Monster,http://example.com/product_752,52670,4630226
753,Vendor_C~Product_495,Loblaws,Product_20,411ml,Generic Brand,http://example.com/product_753,43693,3555170
754,Vendor_D~Product_316,Loblaws,Product_466,328ml,Premium Brand,http://example.com/product_754,36434,1616150
755,Vendor_A~Product_419,Voila,Product_143,440ml,Premium Brand,http://example.com/product_755,40688,1599230
756,Vendor_D~Product_216,Voila,Product_474,331ml,Premium Brand,http://example.com/product_756,36349,3866365
757,Vendor_B~Product_122,Voila,Product_39,477ml,Monster,http://example.com/product_757,88461,9976883
758,Vendor_B~Product_102,Walmart,Product_387,224ml,Premium Brand,http://example.com/product_758,54426,8473887
759,Vendor_D~Product_426,Metro,Product_344,317ml,Premium Brand,http://example.com/product_759,92514,5448609
760,Vendor_A~Product_460,Voila,Product_317,209ml,Premium Brand,http://example.com/product_760,94274,1393225
761,Vendor_A~Product_271,Metro,Product_275,328ml,Premium Brand,http://example.com/product_761,51951,2307476
762,Vendor_B~Product_233,Loblaws,Product_421,476ml,Generic Brand,http://example.com/product_762,59198,3808701
763,Vendor_D~Product_143,Metro,Product_303,299ml,Generic Brand,http://example.com/product_763,63406,2553148
764,Vendor_E~Product_36,Galleria,Product_211,389ml,Monster,http://example.com/product_764,73415,7451798
765,Vendor_C~Product_25,No Frills,Product_310,225ml,Premium Brand,http://example.com/product_765,83101,3663322
766,Vendor_A~Product_425,Metro,Product_263,279ml,Premium Brand,http://example.com/product_766,52967,4688790
767,Vendor_C~Product_5,Voila,Product_220,387ml,Generic Brand,http://example.com/product_767,74427,2187607
768,Vendor_C~Product_462,Voila,Product_16,253ml,Monster,http://example.com/product_768,73401,3734426
769,Vendor_B~Product_81,Galleria,Product_5,389ml,Premium Brand,http://example.com/product_769,95838,9528987
770,Vendor_D~Product_386,Galleria,Product_152,329ml,Monster,http://example.com/product_770,49050,5766112
771,Vendor_A~Product_51,Save On Foods,Product_368,423ml,Generic Brand,http://example.com/product_771,43653,8363970
772,Vendor_C~Product_357,Metro,Product_184,481ml,Monster,http://example.com/product_772,87227,3991791
773,Vendor_E~Product_256,Walmart,Product_115,424ml,Premium Brand,http://example.com/product_773,32036,9749185
774,Vendor_E~Product_88,Galleria,Product_170,294ml,Generic Brand,http://example.com/product_774,67563,2392476
775,Vendor_E~Product_75,No Frills,Product_33,250ml,Premium Brand,http://example.com/product_775,17001,7027850
776,Vendor_B~Product_417,Loblaws,Product_116,434ml,Premium Brand,http://example.com/product_776,75604,2480200
777,Vendor_E~Product_135,Galleria,Product_292,436ml,Premium Brand,http://example.com/product_777,97683,1035011
778,Vendor_E~Product_271,Save On Foods,Product_27,446ml,Monster,http://example.com/product_778,88966,1173648
779,Vendor_A~Product_218,No Frills,Product_191,484ml,Premium Brand,http://example.com/product_779,78510,1377805
780,Vendor_E~Product_485,Metro,Product_276,345ml,Monster,http://example.com/product_780,69195,5701904
781,Vendor_A~Product_343,No Frills,Product_393,296ml,Premium Brand,http://example.com/product_781,28974,7188954
782,Vendor_B~Product_267,Walmart,Product_69,223ml,Premium Brand,http://example.com/product_782,21573,6406921
783,Vendor_A~Product_48,Voila,Product_391,437ml,Monster,http://example.com/product_783,63998,6405334
784,Vendor_A~Product_281,Metro,Product_181,422ml,Monster,http://example.com/product_784,60438,3190733
785,Vendor_B~Product_138,Loblaws,Product_33,204ml,Premium Brand,http://example.com/product_785,36174,4311919
786,Vendor_D~Product_482,No Frills,Product_52,261ml,Monster,http://example.com/product_786,32216,6411453
787,Vendor_E~Product_284,Voila,Product_2,221ml,Premium Brand,http://example.com/product_787,94884,3923207
788,Vendor_B~Product_134,Save On Foods,Product_363,351ml,Monster,http://example.com/product_788,19377,6537488
789,Vendor_B~Product_12,Loblaws,Product_1,499ml,Monster,http://example.com/product_789,85896,6918388
790,Vendor_B~Product_147,Save On Foods,Product_109,352ml,Premium Brand,http://example.com/product_790,85257,5622942
791,Vendor_D~Product_236,Loblaws,Product_415,431ml,Premium Brand,http://example.com/product_791,93885,9245020
792,Vendor_E~Product_419,Metro,Product_170,350ml,Generic Brand,http://example.com/product_792,56937,5081593
793,Vendor_B~Product_264,Voila,Product_370,245ml,Monster,http://example.com/product_793,26360,7413641
794,Vendor_C~Product_55,Walmart,Product_260,216ml,Generic Brand,http://example.com/product_794,99605,6055060
795,Vendor_A~Product_348,Galleria,Product_36,368ml,Premium Brand,http://example.com/product_795,94597,5336649
796,Vendor_D~Product_109,Loblaws,Product_250,399ml,Monster,http://example.com/product_796,95554,5613798
797,Vendor_C~Product_304,Loblaws,Product_192,241ml,Monster,http://example.com/product_797,34626,1001054
798,Vendor_C~Product_386,Save On Foods,Product_162,282ml,Premium Brand,http://example.com/product_798,51152,4908256
799,Vendor_C~Product_254,Metro,Product_400,378ml,Premium Brand,http://example.com/product_799,23099,4890911
800,Vendor_B~Product_333,Save On Foods,Product_60,397ml,Generic Brand,http://example.com/product_800,24155,8814543
801,Vendor_D~Product_237,Voila,Product_144,361ml,Generic Brand,http://example.com/product_801,12621,2823676
802,Vendor_D~Product_181,Metro,Product_424,302ml,Premium Brand,http://example.com/product_802,81648,2208896
803,Vendor_B~Product_358,Metro,Product_253,328ml,Premium Brand,http://example.com/product_803,92970,2994734
804,Vendor_C~Product_339,Walmart,Product_374,419ml,Generic Brand,http://example.com/product_804,51448,6563752
805,Vendor_A~Product_31,Walmart,Product_355,401ml,Premium Brand,http://example.com/product_805,69948,8516355
806,Vendor_D~Product_203,No Frills,Product_468,439ml,Monster,http://example.com/product_806,51556,6500834
807,Vendor_A~Product_108,Voila,Product_114,239ml,Monster,http://example.com/product_807,41117,6536835
808,Vendor_A~Product_203,No Frills,Product_427,324ml,Premium Brand,http://example.com/product_808,20687,2350336
809,Vendor_D~Product_157,Metro,Product_145,429ml,Generic Brand,http://example.com/product_809,59213,2282288
810,Vendor_C~Product_33,Save On Foods,Product_272,209ml,Premium Brand,http://example.com/product_810,39431,3201605
811,Vendor_E~Product_155,Voila,Product_418,455ml,Generic Brand,http://example.com/product_811,80775,2303899
812,Vendor_B~Product_153,No Frills,Product_264,242ml,Premium Brand,http://example.com/product_812,93494,1264385
813,Vendor_E~Product_328,Walmart,Product_197,231ml,Generic Brand,http://example.com/product_813,32945,4732809
814,Vendor_B~Product_481,No Frills,Product_268,276ml,Monster,http://example.com/product_814,84762,8608952
815,Vendor_D~Product_348,Save On Foods,Product_187,474ml,Monster,http://example.com/product_815,57541,1031705
816,Vendor_B~Product_56,Voila,Product_95,393ml,Premium Brand,http://example.com/product_816,26251,8744541
817,Vendor_B~Product_296,Walmart,Product_239,253ml,Monster,http://example.com/product_817,25295,3793165
818,Vendor_D~Product_63,No Frills,Product_407,380ml,Generic Brand,http://example.com/product_818,82814,8298937
